isco1,aioe
1,.8765322756933184
2,1.129027624887753
3,.7363823158865697
4,.7701636382370221
5,.5206301666013662
6,-.8544259971726265
7,-1.004841387403301
8,-.7622309356973056
9,-1.178721200787355
,.6616595000000001
